pair_id,period_end,quarter,left_row_id,right_row_id,left_ticker,right_ticker,left_cik,right_cik,left_adsh,right_adsh,left_accepted,right_accepted,left_identifier,right_identifier,left_borrower_norm,right_borrower_norm,left_debt_equity,right_debt_equity,left_facility_type,right_facility_type,left_lien,right_lien,left_currency,right_currency,left_reference_rate,right_reference_rate,left_spread,right_spread,spread_diff,left_maturity,right_maturity,maturity_diff_days,left_funded_status,right_funded_status,left_acquisition_date,right_acquisition_date,borrower_exact,debt_equity_match,facility_type_match,lien_match,currency_match,reference_rate_match,spread_match_25bp,maturity_match_45d,funded_status_match,hard_conflicts,informative_matches,predicted_label,match_confidence,evidence,sample_seed,sample_locked,manual_label,label_notes,adjudicator
0cb9a811a6c9497bd0f86cf9,2025-09-30,2025Q3,067ee67fe5c0136972b1518f,71d477d9d01e75c73a28dd19,BXSL,BCRED,1736035,1803498,0001736035-25-000021,0001803498-25-000081,2025-11-10 06:10:00.0,2025-11-13 16:37:00.0,"Tennessee Bidco, Limited 1","Tennessee Bidco, Limited 2",tennessee bidco,tennessee bidco,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,0.00000000,,,,funded,funded,,,True,,,,,,True,,True,,2,uncertain,low,spread_match_25bp|funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
0d82ce81c36e97f335317bcd,2025-06-30,2025Q2,8ad488eb96408a34d2cbce6c,b42ee1bcd820bcd2714562c2,ASIF,ARCC,1918712,1287750,0001918712-25-000065,0001287750-25-000038,2025-08-08 16:14:00.0,2025-07-28 21:23:00.0,"WCI-BXC Purchaser, LLC and WCI-BXC Investment Holdings, L.P., First lien senior secured loan","WCI-BXC Purchaser, LLC and WCI-BXC Investment Holdings, L.P., First lien senior secured loan",wci bxc purchaser and wci bxc investment,wci bxc purchaser and wci bxc investment,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0625,0.0625,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
0dea3f7f07778e0fb30a9ca1,2025-09-30,2025Q3,bb75786b8ed7656223a843e0,e2ff82b59e670754b5bb1d1d,ARCC,ASIF,1287750,1918712,0001287750-25-000046,0001918712-25-000092,2025-10-27 20:48:00.0,2025-11-14 16:22:00.0,Mai Capital Management Intermediate LLC,"Mai Capital Management Intermediate LLC, First lien senior secured loan",mai capital management intermediate,mai capital management intermediate,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0.0475,,,,,funded,funded,,,True,,,,,,,,True,,1,uncertain,low,funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
0df7e5400c2f11349eeba135,2025-09-30,2025Q3,2f235dbc84c06d43504405a4,c253ef6df9636a94f1d9d853,ARCC,ASIF,1287750,1918712,0001287750-25-000046,0001918712-25-000092,2025-10-27 20:48:00.0,2025-11-14 16:22:00.0,"Equinox Holdings, Inc., First lien senior secured loan","Equinox Holdings, Inc., First lien senior secured loan",equinox,equinox,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0825,0.0825,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1026f919220ca1440ec8488a,2025-06-30,2025Q2,20ec7db00a7742a9ceee30c3,4a67225d4a12a40819a802db,ASIF,ARCC,1918712,1287750,0001918712-25-000065,0001287750-25-000038,2025-08-08 16:14:00.0,2025-07-28 21:23:00.0,"Cradle Lux Bidco S.A.R.L., First lien senior secured loan 2","Cradle Lux Bidco S.A.R.L., First lien senior secured loan 1",cradle lux bidco s a r l,cradle lux bidco s a r l,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0550,0.0550,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
10a38c4c4a70d8e8b7cd720d,2025-06-30,2025Q2,aff52af88f060171bf900f79,fc285c156c286d0b93deb529,BXSL,HPS,1736035,1838126,0001736035-25-000018,0001838126-25-000055,2025-08-06 06:10:00.0,2025-08-13 17:03:00.0,Cambrex Corp.,Cambrex Corporation 3,cambrex,cambrex,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,,,,,,True,,True,,2,uncertain,low,spread_match_25bp|funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
10b2a24b9e3d331252f60fed,2025-09-30,2025Q3,8066f050427da066b83bf5d3,f312113bc53716149b9b62a1,BXSL,NMFC,1736035,1496099,0001736035-25-000021,0001496099-25-000035,2025-11-10 06:10:00.0,2025-11-03 16:44:00.0,"CRCI Longhorn Holdings, Inc.","CRCI Longhorn Holdings, Inc.",crci longhorn,crci longhorn,unknown,debt,unknown,other_debt,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,,,,,,funded,unfunded,,,True,,,,,,,,False,funded_status,0,same_borrower_different_facility,medium,conflict:funded_status,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
12d40836561d72a28858cc0e,2025-06-30,2025Q2,88e8633a42fee21a18979165,ece2d021890567158bf2f1c9,NMFC,OCIC,1496099,1812554,0001496099-25-000027,0001812554-25-000052,2025-08-04 16:49:00.0,2025-08-07 16:12:00.0,"PPV Intermediate Holdings, LLC, First lien 2","PPV Intermediate Holdings, LLC, First lien senior secured delayed draw term loan",ppv intermediate,ppv intermediate,debt,debt,other_debt,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0600,0.00250000,,,,funded,unknown,,,True,True,False,True,,,True,,,facility_type,3,same_borrower_different_facility,high,debt_equity_match|lien_match|spread_match_25bp|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
14174e0c34654a3dda6b9b6e,2025-06-30,2025Q2,35e74ca6da6618a63d178ad0,e91d377710b95bb26b85d675,ASIF,NMFC,1918712,1496099,0001918712-25-000065,0001496099-25-000027,2025-08-08 16:14:00.0,2025-08-04 16:49:00.0,"Quartz Holding Company, First lien senior secured loan","Quartz Holding Company, First Lien - Funded",quartz,quartz,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0325,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
159f7e4847fd1c0aefc2c95d,2025-06-30,2025Q2,66aef97385681028d40ccfbe,c42f95774dd7a7c8fb18e50d,NMFC,OCIC,1496099,1812554,0001496099-25-000027,0001812554-25-000052,2025-08-04 16:49:00.0,2025-08-07 16:12:00.0,"Asurion, LLC 3, First lien - Funded","Asurion, LLC, Second lien senior secured loan 2",asurion,asurion,debt,debt,other_debt,other_debt,first_lien,second_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0425,0.0525,0.01000000,,,,funded,funded,,,True,True,True,False,,,False,,True,lien,3,same_borrower_different_facility,high,debt_equity_match|facility_type_match|funded_status_match|conflict:lien,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
168b5b7e8c86051c79e1d03b,2025-06-30,2025Q2,14c3a10d28cef8d06aa1b37e,7650a58661e430831762358e,OBDC,OCIC,1655888,1812554,0001655888-25-000020,0001812554-25-000052,2025-08-06 16:06:00.0,2025-08-07 16:12:00.0,"Unified Women's Healthcare, LP, First lien senior secured delayed draw term loan","Unified Women's Healthcare, LP, First lien senior secured delayed draw term loan 2",unified women s healthcare,unified women s healthcare,debt,debt,delayed_draw,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0500,0.00250000,,,,unknown,unknown,,,True,True,True,True,,,True,,,,4,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
169498317d4591c7616173b2,2025-09-30,2025Q3,77a4160be52a21137c4f7437,88b27c2d60acb9d190a373c2,HPS,OBDC,1838126,1655888,0001838126-25-000073,0001655888-25-000024,2025-11-14 13:58:00.0,2025-11-05 16:36:00.0,"Baker Tilly Advisory Group, LP 2","Baker Tilly Advisory Group, LP, First lien senior secured loan",baker tilly advisory,baker tilly advisory,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0450,0.0475,0.00250000,,,,funded,funded,,,True,,,,,,False,,True,,1,uncertain,low,funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
16ce5908920bca9b8afb840e,2025-09-30,2025Q3,492cda3d760c543ff2b451ec,644b29a5394beb9ad329734e,OCIC,ASIF,1812554,1918712,0001812554-25-000081,0001918712-25-000092,2025-11-06 16:05:00.0,2025-11-14 16:22:00.0,"Mitchell International, Inc., Second lien senior secured loan","Mitchell International, Inc., Second lien senior secured loan",mitchell international,mitchell international,debt,debt,other_debt,other_debt,second_lien,second_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
18eb7a7ac523a1c3e0ddb011,2025-09-30,2025Q3,b8ab8a0f8fee3670e91a8c91,c5ea21844cfdfdc02623214c,OCIC,OBDC,1812554,1655888,0001812554-25-000081,0001655888-25-000024,2025-11-06 16:05:00.0,2025-11-05 16:36:00.0,"Indikami Bidco, LLC (dba IntegriChain), First lien senior secured revolving loan","Indikami Bidco, LLC (dba IntegriChain), First lien senior secured delayed draw term loan",indikami bidco dba integrichain,indikami bidco dba integrichain,debt,debt,revolver,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0600,0.0600,0.00000000,,,,funded,unknown,,,True,True,False,True,,,True,,,facility_type,3,same_borrower_different_facility,high,debt_equity_match|lien_match|spread_match_25bp|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
193cbb0ed1640b12364734ed,2025-09-30,2025Q3,42a252f66daa8ed8d7770446,504171bb4eed07e173115c1e,OBDC,OCIC,1655888,1812554,0001655888-25-000024,0001812554-25-000081,2025-11-05 16:36:00.0,2025-11-06 16:05:00.0,"Pye-Barker Fire & Safety, LLC, First lien senior secured loan","Pye-Barker Fire & Safety, LLC, First lien senior secured loan",pye barker fire and safety,pye barker fire and safety,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0450,0.0450,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1aa979d424d27884f44b0f54,2025-06-30,2025Q2,2cadb4dc3532ead615a4d3c7,970d0f9ff872b4636b14864c,OCIC,NMFC,1812554,1496099,0001812554-25-000052,0001496099-25-000027,2025-08-07 16:12:00.0,2025-08-04 16:49:00.0,"Fortis Solutions Group, LLC, First lien senior secured revolving loan","Fortis Solutions Group, LLC",fortis solutions,fortis solutions,debt,debt,revolver,other_debt,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0550,,,,,,funded,funded,,,True,True,False,,,,,,True,facility_type,2,same_borrower_different_facility,high,debt_equity_match|funded_status_match|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1b7e425fbb1eeb13b9cc8598,2025-06-30,2025Q2,1c057356113f6342bee13dd0,5ffbc4cd54871f6acbc6ca60,OCIC,OBDC,1812554,1655888,0001812554-25-000052,0001655888-25-000020,2025-08-07 16:12:00.0,2025-08-06 16:06:00.0,"PPV Intermediate Holdings, LLC, First lien senior secured loan","PPV Intermediate Holdings, LLC, First lien senior secured loan",ppv intermediate,ppv intermediate,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1b9ca7d17f96af256282f57c,2025-09-30,2025Q3,200c1a8447e1fd8e750c9e84,81fedc8c6ea1c86f2ed5c7a0,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"North Haven Stack Buyer, LLC, First lien senior secured loan 3","North Haven Stack Buyer, LLC, First lien senior secured loan 2",north haven stack buyer,north haven stack buyer,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1c8b0b4f5bc3ec9be50b40d3,2025-09-30,2025Q3,21093f1a122e58e8557de374,642e76ac7b0aafc7c0a94523,OCIC,OBDC,1812554,1655888,0001812554-25-000081,0001655888-25-000024,2025-11-06 16:05:00.0,2025-11-05 16:36:00.0,"Guidehouse Inc., First lien senior secured loan","Guidehouse Inc., First lien senior secured loan",guidehouse,guidehouse,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0300,0.0300,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1cbeaed86e61c53868bb2f2a,2025-06-30,2025Q2,3b9608622d833662f9f8ae70,75ad2b09f45919cc6a68739a,ASIF,OCSL,1918712,1414932,0001918712-25-000065,0001414932-25-000016,2025-08-08 16:14:00.0,2025-08-04 17:51:00.0,"Bausch + Lomb Corporation, First lien senior secured loan 1","Bausch + Lomb Corporation, First Lien Term Loan",bausch lomb,bausch lomb,debt,debt,other_debt,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0400,0.0425,0.00250000,,,,funded,funded,,,True,True,False,True,,,False,,True,facility_type,3,same_borrower_different_facility,high,debt_equity_match|lien_match|funded_status_match|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1d0cc0d70f01fb9b9c7bd001,2025-06-30,2025Q2,7ed62ee426f380e844db620c,b21e2a429af8c33e698196b5,BCRED,BXSL,1803498,1736035,0001803498-25-000062,0001736035-25-000018,2025-08-12 16:30:00.0,2025-08-06 06:10:00.0,"Discovery Education, Inc. 2","Discovery Education, Inc. 3",discovery education,discovery education,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0675,0.01000000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
1dd716b8210b53a4ed1b8e74,2025-06-30,2025Q2,94db8543f1df76f3954f613a,c16ef4f4adf1bb8357d16b03,NMFC,ASIF,1496099,1918712,0001496099-25-000027,0001918712-25-000065,2025-08-04 16:49:00.0,2025-08-08 16:14:00.0,"Asurion, LLC 2, First Lien - Funded","Asurion, LLC, First lien senior secured loan 1",asurion,asurion,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0425,0.0425,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
217786fa39c735992dc7c19f,2025-09-30,2025Q3,d48e168eebf848c1761b0370,fb7a01e4d9ca20cbf5bc2e09,ASIF,BXSL,1918712,1736035,0001918712-25-000092,0001736035-25-000021,2025-11-14 16:22:00.0,2025-11-10 06:10:00.0,"Flexera Software LLC, First lien senior secured loan 2","Flexera Software, LLC 1",flexera software,flexera software,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,,,,,,True,,True,,2,uncertain,low,spread_match_25bp|funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
21e286bf3e23688eef75e03a,2025-09-30,2025Q3,2f14275fe10110c6116fcc5e,d70357ec9afb6d16415d17f1,ARCC,ASIF,1287750,1918712,0001287750-25-000046,0001918712-25-000092,2025-10-27 20:48:00.0,2025-11-14 16:22:00.0,"Bulab Holdings, Inc. and Buckman PPC Co-Invest LP, First lien senior secured loan","Bulab Holdings, Inc. and Buckman PPC Co-Invest LP, First lien senior secured loan 1",bulab and buckman ppc invest,bulab and buckman ppc invest,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
